,sentence,predict
10430, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 대화 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 돈 입금하기 바로 되고요? 그렇죠.,1.0
867,신분증과 통장사본 가져가시간면 됩니다. ,0.0
14719,그럼요. 공식적인 메뉴얼을 검토하고 답변 드리는겁니다.,0.0
9748,별도의 신청서 제출 절차 없이 진행 됩니다.,0.0
6772, 네 사기 범죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
8480,전자고지를 가입 신청하셔서 자동납부하기청구서를 이메일로 받으시면 할인 받으실 수 있습니다.,0.0
2422, 네 사기 행위 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
252,시험 보기 날주일 전까지 할 수 있음합니다. ,0.0
1932, 무슨소리하시는거죠? 지금 그 로그인 계정 제가 신고 해놨거든요? 네 입출금 입출금 계좌에 금액을 다 빼가셨더라고요,1.0
12189,지급된 포인트로 원화하는 선물을 선택하시기면 됩니다.,0.0
6756, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 아이디 한번 부탁 드릴게요 농협이요? 네 예.,1.0
561,이번달 24날짜까지에요. 서둘러 요청해주세요.,0.0
7579, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스사기죄 같기도 하고,1.0
13128,3달이 등록 신청기간이였습니다.,0.0
856, 예 예 예. 다 제외하고 들어오던데? 아 그렇게는 안되구요. 그러면은 저희가 이제 따로 수납 처리 안 받고 공증을 직접 하시는 걸로 처리를 할 테니깐요.,1.0
5820,"네, 세대주의 신분증과 도장, 대리인의 신분증이 필요함합니다",0.0
7922, 아휴 그럼 어떻게 해요. 제가 금액 돈 입금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
969, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고,1.0
6001, 음 돈 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
7445, 개정전 1인 가구의 소득270단지원화 이였다면 현재133그냥돈으로 낯누었습니다.,0.0
8272,도움을 드리게 되어 기쁩니다. 고마움합니다.,0.0
2301, 심사자료 정리를 바로 진행 진행 도와드리겠습니다. 실제 거주하시는 지역은 울산 남구 사용하시는 휴대 전화 전화숫자 통신사는 어떻게 되세요? SKT요,1.0
3347, 아휴 그럼 어떻게 해요. 제가 금액 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
319, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 입출금 입출금 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화전화번호 알게 되셨죠?,1.0
8701, 아 네 안녕하세요 저희 그 하나캐피탈에서 연락을 드렸습니다 아 그래요? 네네네 고객님께서 이제 중개업체쪽에서 필요 화폐 부분 신청하신 건 때문에 연락을 드린거구요,1.0
4298, 네 은행 사용자 ID에 화폐을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
2262, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 아이디 한번 부탁 드릴게요 농협이요? 네 예.,1.0
841, 그거 상관 없으시죠. 여보세요 예 예 보냅니다 전화 좀 끊을까요?,1.0
113, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스속임수 같기도 하고,1.0
3126, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠?,1.0
9317, 아휴 그럼 어떻게 해요. 제가 돈 예금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기 행위 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
868,주소지 변경 때 신규 발급받기 하셔야 합니다. ,0.0
4, 아휴 그럼 어떻게 해요. 제가 자본 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 사기 행위 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
5133,아이서울 지역유 웹사이트에서 신청서 제출하시간면 됩니다.,0.0
1261, 아 뭐 통장 숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 입출금 계좌 식별연락처만 여쭤보면 뭐합니까?,1.0
1021,대여할 자전거의 단말기에 등록하기한 카드를 대면 됩니다. ,0.0
9979,시민가입그리고본 코너의 화면 상단에 영문 단추를 누르시각면 됩니다.,0.0
4403,최장 1연간내에 단계별로 취업후원 프로그램을 제공해드립니다.,0.0
5386,"나눔옷장은 50플러스캠퍼스 3곳(서부, 중부, 남부)과 50플러스기관 3곳(도심권, 동작, 서대문) 그리고 6곳에서 운영합니다. ",0.0
15262,지방마다 상이할 수 있겠습니다~,0.0
9642,사진과 함께 구청이나 경찰에 보고하면 과태료가 부과 됩니다.,0.0
2416,네 그렇습니까. 자녀 세대분리 기준을 충족하때면 분리 실행 가능합니다. ,0.0
7319, 해외취업에 성공하신 청녕층에 현지 정착과 장기근속 후원을 합니다.,0.0
8248,"아닙니다. 인터넷 발행은 무료입니다. 단, 우편 접수 때 수수료가 발생합니다.",0.0
4008, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠?,1.0
2755,일반자료실은 9시간까지 운영하고 있습니다.,0.0
10423,사진은 JPG사진오직 할 수 있음하고 1MB이하단지 되고 6개월 이내 모자 미착용 사진이어야 합니다,0.0
12494,5권까지 대여실행 가능하십니다. ,0.0
4460, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
8364, 네 은행 로그인 계정에 화폐을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
6962, 20만원 큰 돈도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
15364,1촌의 직계혈족 및 그 배우자를 포함하시각겠습니다~,0.0
1321, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 사용자 계정 제가 신고 해놨거든요?,1.0
8845, 음 자금 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
4402,"2유형의 경우의 수 일반 청,장년층이 가입 신청 할 수 있음하십니다.",0.0
31, 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 은행 은행 계정 숫자만 여쭤보면 뭐합니까?,1.0
9392, 음 예금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
564, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스속임수 같기도 하고,1.0
9359, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 금액은 만약에 하면 어떻게 받는거에요?,1.0
7535, 인증서 입력 창에서 인증서 선택나중에 삭제 버튼 클릭합니다,0.0
16731,한복착용시에 무료입장 할 수 있는합니다.,0.0
4382, 느낌이 완전 보이스 보이스보이스피싱 이상한게 아니라 지금 자격 요건이 안 되시잖아요 돈을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
3307, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 사용자 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
5254, 아 네 안녕하세요 저희 그 하나캐피탈에서 연락을 드렸습니다 아 그래요? 네네네 고객님께서 이제 중개업체쪽에서 필요 금액 부분 신청하신 건 때문에 연락을 드린거구요,1.0
1771,23업무부터 문자메세지로 안내가 되면 신청서 제출하시기면 됩니다.,0.0
6560,1날짜 1시간에 천원화입니다. 제로페이 사용하기시기는 500원화이구요,0.0
4228,최대 23개월간 근무 가능성 있음하시간며 유급휴가 이용도 할 수 있음하시간고 풀타임인지 파트타임이신지도 선택 실행 가능합니다.,0.0
2815,우선 도서대출카드를 먼저 발행하기받으셔야 합니다,0.0
16002,"그렇습니다. 조치내용을 잘 살피때고 개인 , 시설 방역수칙을 잘 지키셔야 합니다.",0.0
1696, 그렇구나... 대리님 네 사기죄 불법적 행동치지 마시고요,1.0
2337, 느낌이 완전 보이스 보이스피싱 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 자본을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
6726, 사장님께서 혹시 안쓰시는 입출금 은행 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
5793,유효기간과 발급받기면수 내에서는 횟수 제한 없이 외국을 드나들 수 있는 여권입니다,0.0
2989, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스피싱 공격 같기도 하고,1.0
13389,10달12날짜 입니다.,0.0
7510, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 재정은 만약에 하면 어떻게 받는거에요?,1.0
11507,그렇지 않습니다. 결제기한다만 연장된 일입니다.,0.0
3336, 느낌이 완전 보이스 속임수 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 화폐을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
1731,콜기관 번호는 OOOO-OOOO입니다.,0.0
866, 고객센터에서 알아보신 건가요? 네 어디에 상환하신거... 수요일에 상환하신..아닌데 잠시만요 목요일날 상환하신거 말씀하신거죠?,1.0
8973, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 사용자 ID 제가 신고 해놨거든요?,1.0
3956, 네 로그인 계정에 화폐을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
1374, 20만원 먼저 넣어라 이건 아닌거 같은데요? 그래서 말씀 드리잖아요. 20만원 넣지 않으셔도 되고요.,1.0
782,신분증과 출생증명서 가져가시간면 됩니다. ,0.0
10496,금연클리닉은 보건소에서 운영가운데입니다,0.0
3642,단순무임카드의 경우의 수 시민등록하기상 주소지가 서울시인 상황 서울시내의 모든 동주민조직에서 지급가능성 있음합니다.,0.0
8908, 수납 담당자님 사용자 계정 연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
13125,무료로 할 수 있는하십니다.,0.0
12406,고객님 Adobe Reader 7.0 초과으로 업데이트 하셔야 이용함하실수 있을일 같습니다 ,0.0
1786, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
13036,최장 10사건까지 후원합니다.,0.0
5599,신고서 제출하시각는 영업소 위치와 이름 부탁드립니다.,0.0
10322, 무슨소리하시는거죠? 지금 그 은행 사용자 계정 제가 신고 해놨거든요? 네 은행 은행 계좌에 화폐을 다 빼가셨더라고요,1.0
5366, 그렇구나... 대리님 네 사기 범죄 행위치지 마시고요,1.0
687, 아 제가 먼저 돈을 드려야 되는거에요? 심사를 보죠. 예 예 예. 다 제외하고 들어오던데?,1.0
530, 아니에요. 유선상으로 대출할 때는 찾아가는 거는 최하위 우선 순위 실행입니다 음 그래요? 예,1.0
2462,현재 1인가구 기준으로 개월 131오직돈 이하 소득이시간면 신청서 제출가능성 있음하십니다.,0.0
1458, 고객님 본인명의세요? 예 예 수납 담당자님 사용자 ID 전화전화번호는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
8196,"위택스 홈페이지 주소(www.OOOO.go.kr)나 모바일 앱(스마트 위택스)을 통해 신청서 제출이 실행 가능하며, 지자체 자동차세 담당부서에 방문함 또는 전화로도 가입 신청할 수 있습니다.",0.0
